,timestamp,open,high,low,close,volume_(btc),volume_(currency),weighted_price,volumn_square
266,1340333760,,,,,,,,
267,1340333820,,,,,,,,
268,1340333880,,,,,,,,
269,1340333940,,,,,,,,
270,1340334000,,,,,,,,
271,1340334060,,,,,,,,
272,1340334120,,,,,,,,
273,1340334180,,,,,,,,
274,1340334240,,,,,,,,
275,1340334300,,,,,,,,
276,1340334360,,,,,,,,
277,1340334420,,,,,,,,
278,1340334480,,,,,,,,
279,1340334540,,,,,,,,
280,1340334600,,,,,,,,
281,1340334660,,,,,,,,
282,1340334720,,,,,,,,
283,1340334780,,,,,,,,
284,1340334840,,,,,,,,
285,1340334900,,,,,,,,
286,1340334960,,,,,,,,
287,1340335020,,,,,,,,
288,1340335080,,,,,,,,
289,1340335140,,,,,,,,
290,1340335200,,,,,,,,
291,1340335260,,,,,,,,
292,1340335320,,,,,,,,
293,1340335380,,,,,,,,
294,1340335440,,,,,,,,
295,1340335500,,,,,,,,
296,1340335560,,,,,,,,
297,1340335620,,,,,,,,
298,1340335680,,,,,,,,
299,1340335740,,,,,,,,
300,1340335800,,,,,,,,
301,1340335860,,,,,,,,
302,1340335920,,,,,,,,
303,1340335980,,,,,,,,
304,1340336040,,,,,,,,
305,1340336100,,,,,,,,
306,1340336160,,,,,,,,
307,1340336220,,,,,,,,
308,1340336280,,,,,,,,
309,1340336340,,,,,,,,
310,1340336400,,,,,,,,
311,1340336460,,,,,,,,
312,1340336520,,,,,,,,
313,1340336580,,,,,,,,
314,1340336640,,,,,,,,
315,1340336700,,,,,,,,
316,1340336760,,,,,,,,
317,1340336820,,,,,,,,
318,1340336880,,,,,,,,
319,1340336940,,,,,,,,
320,1340337000,,,,,,,,
321,1340337060,,,,,,,,
322,1340337120,,,,,,,,
323,1340337180,,,,,,,,
324,1340337240,,,,,,,,
325,1340337300,,,,,,,,
326,1340337360,,,,,,,,
327,1340337420,,,,,,,,
328,1340337480,,,,,,,,
329,1340337540,,,,,,,,
330,1340337600,,,,,,,,
331,1340337660,,,,,,,,
332,1340337720,,,,,,,,
333,1340337780,,,,,,,,
334,1340337840,,,,,,,,
335,1340337900,,,,,,,,
336,1340337960,,,,,,,,
337,1340338020,,,,,,,,
338,1340338080,,,,,,,,
339,1340338140,,,,,,,,
340,1340338200,,,,,,,,
341,1340338260,,,,,,,,
342,1340338320,,,,,,,,
343,1340338380,,,,,,,,
344,1340338440,,,,,,,,
345,1340338500,,,,,,,,
346,1340338560,,,,,,,,
347,1340338620,,,,,,,,
348,1340338680,,,,,,,,
349,1340338740,,,,,,,,
350,1340338800,,,,,,,,
351,1340338860,,,,,,,,
352,1340338920,,,,,,,,
353,1340338980,,,,,,,,
354,1340339040,,,,,,,,
355,1340339100,,,,,,,,
356,1340339160,,,,,,,,
357,1340339220,,,,,,,,
358,1340339280,,,,,,,,
359,1340339340,,,,,,,,
360,1340339400,,,,,,,,
361,1340339460,,,,,,,,
362,1340339520,,,,,,,,
363,1340339580,,,,,,,,
364,1340339640,,,,,,,,
365,1340339700,,,,,,,,
366,1340339760,,,,,,,,
367,1340339820,,,,,,,,
368,1340339880,,,,,,,,
369,1340339940,,,,,,,,
370,1340340000,,,,,,,,
371,1340340060,,,,,,,,
372,1340340120,,,,,,,,
373,1340340180,,,,,,,,
374,1340340240,,,,,,,,
375,1340340300,,,,,,,,
376,1340340360,,,,,,,,
377,1340340420,,,,,,,,
378,1340340480,,,,,,,,
379,1340340540,,,,,,,,
380,1340340600,,,,,,,,
381,1340340660,6.63,6.63,6.63,6.63,14.9535567,99.14208092,6.63,223.6088579801149
382,1340340720,,,,,,,,
383,1340340780,,,,,,,,
384,1340340840,,,,,,,,
385,1340340900,,,,,,,,
386,1340340960,,,,,,,,
387,1340341020,,,,,,,,
388,1340341080,,,,,,,,
389,1340341140,,,,,,,,
390,1340341200,,,,,,,,
391,1340341260,,,,,,,,
392,1340341320,,,,,,,,
393,1340341380,,,,,,,,
394,1340341440,,,,,,,,
395,1340341500,,,,,,,,
396,1340341560,,,,,,,,
397,1340341620,,,,,,,,
398,1340341680,,,,,,,,
399,1340341740,,,,,,,,
400,1340341800,,,,,,,,
401,1340341860,,,,,,,,
402,1340341920,,,,,,,,
403,1340341980,,,,,,,,
404,1340342040,,,,,,,,
405,1340342100,,,,,,,,
406,1340342160,,,,,,,,
407,1340342220,,,,,,,,
408,1340342280,,,,,,,,
409,1340342340,,,,,,,,
410,1340342400,,,,,,,,
411,1340342460,,,,,,,,
412,1340342520,,,,,,,,
413,1340342580,,,,,,,,
414,1340342640,,,,,,,,
415,1340342700,,,,,,,,
416,1340342760,,,,,,,,
417,1340342820,,,,,,,,
418,1340342880,,,,,,,,
419,1340342940,,,,,,,,
420,1340343000,,,,,,,,
421,1340343060,,,,,,,,
422,1340343120,,,,,,,,
423,1340343180,,,,,,,,
424,1340343240,,,,,,,,
425,1340343300,,,,,,,,
426,1340343360,,,,,,,,
427,1340343420,,,,,,,,
428,1340343480,,,,,,,,
429,1340343540,,,,,,,,
430,1340343600,,,,,,,,
431,1340343660,,,,,,,,
432,1340343720,,,,,,,,
433,1340343780,,,,,,,,
434,1340343840,,,,,,,,
435,1340343900,,,,,,,,
436,1340343960,,,,,,,,
437,1340344020,,,,,,,,
438,1340344080,,,,,,,,
439,1340344140,6.63,6.63,6.63,6.63,1.01238171,6.712090737,6.63,1.0249167267425243
440,1340344200,,,,,,,,
441,1340344260,,,,,,,,
442,1340344320,,,,,,,,
443,1340344380,,,,,,,,
444,1340344440,,,,,,,,
445,1340344500,,,,,,,,
446,1340344560,,,,,,,,
447,1340344620,,,,,,,,
448,1340344680,,,,,,,,
449,1340344740,,,,,,,,
450,1340344800,,,,,,,,
451,1340344860,,,,,,,,
452,1340344920,,,,,,,,
453,1340344980,,,,,,,,
454,1340345040,,,,,,,,
455,1340345100,,,,,,,,
456,1340345160,,,,,,,,
457,1340345220,,,,,,,,
458,1340345280,,,,,,,,
459,1340345340,,,,,,,,
460,1340345400,,,,,,,,
461,1340345460,,,,,,,,
462,1340345520,,,,,,,,
463,1340345580,,,,,,,,
464,1340345640,,,,,,,,
465,1340345700,,,,,,,,
466,1340345760,,,,,,,,
467,1340345820,,,,,,,,
468,1340345880,,,,,,,,
469,1340345940,,,,,,,,
470,1340346000,,,,,,,,
471,1340346060,,,,,,,,
472,1340346120,,,,,,,,
473,1340346180,,,,,,,,
474,1340346240,,,,,,,,
475,1340346300,,,,,,,,
476,1340346360,,,,,,,,
477,1340346420,,,,,,,,
478,1340346480,,,,,,,,
479,1340346540,,,,,,,,
480,1340346600,,,,,,,,
481,1340346660,,,,,,,,
482,1340346720,,,,,,,,
483,1340346780,,,,,,,,
484,1340346840,,,,,,,,
485,1340346900,,,,,,,,
486,1340346960,,,,,,,,
487,1340347020,,,,,,,,
488,1340347080,,,,,,,,
489,1340347140,,,,,,,,
490,1340347200,,,,,,,,
491,1340347260,,,,,,,,
492,1340347320,,,,,,,,
493,1340347380,,,,,,,,
494,1340347440,,,,,,,,
495,1340347500,,,,,,,,
496,1340347560,,,,,,,,
497,1340347620,,,,,,,,
498,1340347680,,,,,,,,
499,1340347740,,,,,,,,
500,1340347800,,,,,,,,
501,1340347860,,,,,,,,
502,1340347920,,,,,,,,
503,1340347980,,,,,,,,
504,1340348040,,,,,,,,
505,1340348100,,,,,,,,
506,1340348160,,,,,,,,
507,1340348220,,,,,,,,
508,1340348280,,,,,,,,
509,1340348340,,,,,,,,
510,1340348400,,,,,,,,
511,1340348460,,,,,,,,
512,1340348520,,,,,,,,
513,1340348580,,,,,,,,
514,1340348640,,,,,,,,
515,1340348700,,,,,,,,
516,1340348760,,,,,,,,
517,1340348820,,,,,,,,
518,1340348880,,,,,,,,
519,1340348940,,,,,,,,
520,1340349000,,,,,,,,
521,1340349060,,,,,,,,
522,1340349120,,,,,,,,
523,1340349180,,,,,,,,
524,1340349240,,,,,,,,
525,1340349300,,,,,,,,
526,1340349360,,,,,,,,
527,1340349420,,,,,,,,
528,1340349480,,,,,,,,
529,1340349540,,,,,,,,
530,1340349600,,,,,,,,
531,1340349660,,,,,,,,
532,1340349720,,,,,,,,
533,1340349780,,,,,,,,
534,1340349840,,,,,,,,
535,1340349900,,,,,,,,
536,1340349960,,,,,,,,
537,1340350020,,,,,,,,
538,1340350080,,,,,,,,
539,1340350140,,,,,,,,
540,1340350200,,,,,,,,
541,1340350260,,,,,,,,
542,1340350320,6.66,6.66,6.63,6.63,155.324144,1029.942777,6.630925178,24125.589709332733
543,1340350380,6.63,6.63,6.63,6.63,10.0,66.3,6.63,100.0
544,1340350440,,,,,,,,
545,1340350500,,,,,,,,
546,1340350560,,,,,,,,
547,1340350620,6.63,6.63,6.63,6.63,4.37416649,29.00072383,6.63,19.133332482238924
548,1340350680,,,,,,,,
549,1340350740,,,,,,,,
550,1340350800,,,,,,,,
551,1340350860,,,,,,,,
552,1340350920,,,,,,,,
553,1340350980,6.62,6.62,6.62,6.62,23.09458944,152.8861821,6.62,533.3600614021595
554,1340351040,6.61,6.61,6.61,6.61,61.91639121,409.2673459,6.61,3833.639500469765
555,1340351100,6.6,6.6,6.6,6.6,25.46031653,168.0380891,6.6,648.2277178077912
556,1340351160,6.59,6.59,6.59,6.59,74.62047474,491.7489285,6.59,5568.215250422979
557,1340351220,,,,,,,,
558,1340351280,,,,,,,,
559,1340351340,6.63,6.63,6.63,6.63,2.47687991,16.4217138,6.63,6.134934088561608
560,1340351400,,,,,,,,
561,1340351460,,,,,,,,
562,1340351520,,,,,,,,
563,1340351580,,,,,,,,
564,1340351640,,,,,,,,
565,1340351700,,,,,,,,
566,1340351760,,,,,,,,
567,1340351820,,,,,,,,
568,1340351880,,,,,,,,
569,1340351940,,,,,,,,
570,1340352000,,,,,,,,
571,1340352060,,,,,,,,
572,1340352120,,,,,,,,
573,1340352180,,,,,,,,
574,1340352240,,,,,,,,
575,1340352300,,,,,,,,
576,1340352360,,,,,,,,
577,1340352420,,,,,,,,
578,1340352480,,,,,,,,
579,1340352540,,,,,,,,
580,1340352600,,,,,,,,
581,1340352660,,,,,,,,
582,1340352720,,,,,,,,
583,1340352780,,,,,,,,
584,1340352840,,,,,,,,
585,1340352900,,,,,,,,
586,1340352960,,,,,,,,
587,1340353020,,,,,,,,
588,1340353080,,,,,,,,
589,1340353140,,,,,,,,
590,1340353200,,,,,,,,
591,1340353260,,,,,,,,
592,1340353320,,,,,,,,
593,1340353380,,,,,,,,
594,1340353440,,,,,,,,
595,1340353500,,,,,,,,
596,1340353560,,,,,,,,
597,1340353620,,,,,,,,
598,1340353680,,,,,,,,
599,1340353740,,,,,,,,
600,1340353800,,,,,,,,
601,1340353860,,,,,,,,
602,1340353920,,,,,,,,
603,1340353980,,,,,,,,
604,1340354040,,,,,,,,
605,1340354100,,,,,,,,
606,1340354160,,,,,,,,
607,1340354220,,,,,,,,
608,1340354280,,,,,,,,
609,1340354340,,,,,,,,
610,1340354400,,,,,,,,
611,1340354460,,,,,,,,
612,1340354520,,,,,,,,
613,1340354580,,,,,,,,
614,1340354640,,,,,,,,
615,1340354700,,,,,,,,
616,1340354760,,,,,,,,
617,1340354820,,,,,,,,
618,1340354880,,,,,,,,
619,1340354940,,,,,,,,
620,1340355000,,,,,,,,
621,1340355060,,,,,,,,
622,1340355120,,,,,,,,
623,1340355180,,,,,,,,
624,1340355240,,,,,,,,
625,1340355300,,,,,,,,
626,1340355360,6.63,6.64,6.63,6.64,4.31,28.60913703,6.63785082,18.576099999999997
627,1340355420,,,,,,,,
628,1340355480,,,,,,,,
629,1340355540,,,,,,,,
630,1340355600,,,,,,,,
631,1340355660,,,,,,,,
632,1340355720,,,,,,,,
633,1340355780,,,,,,,,
634,1340355840,,,,,,,,
635,1340355900,,,,,,,,
636,1340355960,,,,,,,,
637,1340356020,,,,,,,,
638,1340356080,,,,,,,,
639,1340356140,,,,,,,,
640,1340356200,,,,,,,,
641,1340356260,,,,,,,,
642,1340356320,,,,,,,,
643,1340356380,,,,,,,,
644,1340356440,,,,,,,,
645,1340356500,,,,,,,,
646,1340356560,,,,,,,,
647,1340356620,,,,,,,,
648,1340356680,,,,,,,,
649,1340356740,,,,,,,,
650,1340356800,,,,,,,,
651,1340356860,,,,,,,,
652,1340356920,,,,,,,,
653,1340356980,,,,,,,,
654,1340357040,,,,,,,,
655,1340357100,,,,,,,,
656,1340357160,,,,,,,,
657,1340357220,,,,,,,,
658,1340357280,,,,,,,,
659,1340357340,,,,,,,,
660,1340357400,,,,,,,,
661,1340357460,,,,,,,,
662,1340357520,6.64,6.64,6.64,6.64,1.01947323,6.769302247,6.64,1.0393256666866328
663,1340357580,,,,,,,,
664,1340357640,,,,,,,,
665,1340357700,6.65,6.65,6.65,6.65,12.7161467,84.56237556,6.65,161.70038689592087
666,1340357760,,,,,,,,
667,1340357820,,,,,,,,
668,1340357880,6.65,6.66,6.65,6.66,17.65613542,117.541784,6.657276988,311.7391179693785
669,1340357940,,,,,,,,
670,1340358000,,,,,,,,
671,1340358060,6.66,6.66,6.66,6.66,14.93993994,99.5,6.66,223.20180541080722
672,1340358120,,,,,,,,
673,1340358180,,,,,,,,
674,1340358240,,,,,,,,
675,1340358300,,,,,,,,
676,1340358360,,,,,,,,
677,1340358420,,,,,,,,
678,1340358480,,,,,,,,
679,1340358540,6.66,6.66,6.66,6.66,3.74024024,24.91,6.66,13.989397052915256
680,1340358600,,,,,,,,
681,1340358660,,,,,,,,
682,1340358720,,,,,,,,
683,1340358780,,,,,,,,
684,1340358840,,,,,,,,
685,1340358900,,,,,,,,
686,1340358960,,,,,,,,
687,1340359020,,,,,,,,
688,1340359080,,,,,,,,
689,1340359140,,,,,,,,
690,1340359200,,,,,,,,
691,1340359260,,,,,,,,
692,1340359320,,,,,,,,
693,1340359380,,,,,,,,
694,1340359440,,,,,,,,
695,1340359500,,,,,,,,
696,1340359560,,,,,,,,
697,1340359620,,,,,,,,
698,1340359680,,,,,,,,
699,1340359740,,,,,,,,
700,1340359800,,,,,,,,
701,1340359860,,,,,,,,
702,1340359920,,,,,,,,
703,1340359980,,,,,,,,
704,1340360040,,,,,,,,
705,1340360100,,,,,,,,
706,1340360160,,,,,,,,
707,1340360220,,,,,,,,
708,1340360280,,,,,,,,
709,1340360340,,,,,,,,
710,1340360400,,,,,,,,
711,1340360460,,,,,,,,
712,1340360520,,,,,,,,
713,1340360580,,,,,,,,
714,1340360640,,,,,,,,
715,1340360700,,,,,,,,
716,1340360760,,,,,,,,
717,1340360820,,,,,,,,
718,1340360880,,,,,,,,
719,1340360940,,,,,,,,
720,1340361000,,,,,,,,
721,1340361060,,,,,,,,
722,1340361120,,,,,,,,
723,1340361180,,,,,,,,
724,1340361240,,,,,,,,
725,1340361300,,,,,,,,
726,1340361360,,,,,,,,
727,1340361420,,,,,,,,
728,1340361480,,,,,,,,
729,1340361540,,,,,,,,
730,1340361600,,,,,,,,
731,1340361660,,,,,,,,
732,1340361720,,,,,,,,
733,1340361780,,,,,,,,
734,1340361840,,,,,,,,
735,1340361900,,,,,,,,
736,1340361960,,,,,,,,
737,1340362020,,,,,,,,
738,1340362080,,,,,,,,
739,1340362140,,,,,,,,
740,1340362200,,,,,,,,
741,1340362260,,,,,,,,
742,1340362320,,,,,,,,
743,1340362380,,,,,,,,
744,1340362440,,,,,,,,
745,1340362500,,,,,,,,
746,1340362560,,,,,,,,
747,1340362620,,,,,,,,
748,1340362680,6.64,6.64,6.64,6.64,1.0,6.64,6.64,1.0
749,1340362740,,,,,,,,
750,1340362800,,,,,,,,
751,1340362860,,,,,,,,
752,1340362920,,,,,,,,
753,1340362980,,,,,,,,
754,1340363040,,,,,,,,
755,1340363100,,,,,,,,
756,1340363160,,,,,,,,
757,1340363220,,,,,,,,
758,1340363280,,,,,,,,
759,1340363340,,,,,,,,
760,1340363400,,,,,,,,
761,1340363460,,,,,,,,
762,1340363520,,,,,,,,
763,1340363580,,,,,,,,
764,1340363640,,,,,,,,
765,1340363700,,,,,,,,
766,1340363760,,,,,,,,
767,1340363820,,,,,,,,
768,1340363880,,,,,,,,
769,1340363940,,,,,,,,
770,1340364000,,,,,,,,
771,1340364060,,,,,,,,
772,1340364120,,,,,,,,
773,1340364180,,,,,,,,
774,1340364240,,,,,,,,
775,1340364300,,,,,,,,
776,1340364360,,,,,,,,
777,1340364420,,,,,,,,
778,1340364480,,,,,,,,
779,1340364540,,,,,,,,
780,1340364600,,,,,,,,
781,1340364660,,,,,,,,
782,1340364720,,,,,,,,
783,1340364780,6.65,6.65,6.65,6.65,1.0,6.65,6.65,1.0
784,1340364840,,,,,,,,
785,1340364900,,,,,,,,
786,1340364960,,,,,,,,
787,1340365020,,,,,,,,
788,1340365080,,,,,,,,
789,1340365140,,,,,,,,
790,1340365200,,,,,,,,
791,1340365260,,,,,,,,
792,1340365320,,,,,,,,
793,1340365380,,,,,,,,
794,1340365440,6.66,6.66,6.66,6.66,27.66473044,184.2471047,6.66,765.3373103178626
795,1340365500,,,,,,,,
796,1340365560,,,,,,,,
797,1340365620,,,,,,,,
798,1340365680,,,,,,,,
799,1340365740,,,,,,,,
800,1340365800,,,,,,,,
801,1340365860,,,,,,,,
802,1340365920,,,,,,,,
803,1340365980,,,,,,,,
804,1340366040,,,,,,,,
805,1340366100,6.67,6.67,6.67,6.67,2.49175412,16.61999998,6.67,6.208838594536974
806,1340366160,,,,,,,,
807,1340366220,,,,,,,,
808,1340366280,,,,,,,,
809,1340366340,,,,,,,,
810,1340366400,,,,,,,,
811,1340366460,,,,,,,,
812,1340366520,,,,,,,,
813,1340366580,,,,,,,,
814,1340366640,,,,,,,,
815,1340366700,,,,,,,,
816,1340366760,,,,,,,,
817,1340366820,,,,,,,,
818,1340366880,,,,,,,,
819,1340366940,,,,,,,,
820,1340367000,,,,,,,,
821,1340367060,,,,,,,,
822,1340367120,,,,,,,,
823,1340367180,,,,,,,,
824,1340367240,,,,,,,,
825,1340367300,,,,,,,,
826,1340367360,,,,,,,,
827,1340367420,,,,,,,,
828,1340367480,,,,,,,,
829,1340367540,,,,,,,,
830,1340367600,,,,,,,,
831,1340367660,6.64,6.64,6.63,6.63,14.82018072,98.33399998,6.63514176,219.6377565734597
832,1340367720,6.63,6.63,6.63,6.63,30.6,202.878,6.63,936.3600000000001
833,1340367780,,,,,,,,
834,1340367840,,,,,,,,
835,1340367900,6.62,6.62,6.62,6.62,8.35612271,55.31753234,6.62,69.82478674457774
836,1340367960,6.62,6.62,6.6,6.6,13.053407,86.29945904,6.611259347,170.391434307649
837,1340368020,,,,,,,,
838,1340368080,6.59,6.59,6.59,6.59,4.47687991,29.50263861,6.59,20.042453728561608
839,1340368140,,,,,,,,
840,1340368200,,,,,,,,
841,1340368260,,,,,,,,
842,1340368320,,,,,,,,
843,1340368380,,,,,,,,
844,1340368440,,,,,,,,
845,1340368500,,,,,,,,
846,1340368560,,,,,,,,
847,1340368620,,,,,,,,
848,1340368680,,,,,,,,
849,1340368740,,,,,,,,
850,1340368800,,,,,,,,
851,1340368860,,,,,,,,
852,1340368920,,,,,,,,
853,1340368980,,,,,,,,
854,1340369040,,,,,,,,
855,1340369100,,,,,,,,
856,1340369160,,,,,,,,
857,1340369220,,,,,,,,
858,1340369280,,,,,,,,
859,1340369340,,,,,,,,
860,1340369400,,,,,,,,
861,1340369460,,,,,,,,
862,1340369520,,,,,,,,
863,1340369580,,,,,,,,
864,1340369640,,,,,,,,
865,1340369700,,,,,,,,
866,1340369760,,,,,,,,
867,1340369820,,,,,,,,
868,1340369880,,,,,,,,
869,1340369940,,,,,,,,
