Timestamp,RSI10,%K200,%K30,EMA10
1326124680,,,,6.5916962357
1326124800,,,,6.5932060111
1326124980,,,,6.5944412818
1326125040,,,,6.5954519579
1326125160,,,,6.5962788746
1326129120,,,,6.5533190789
1326130020,,,,6.5218065189
1326132180,,,,6.5160235154
1326132300,,,,6.5094737853
1326138120,,,,6.4804785515
1326138240,,,,6.4349369966
1326149820,,,,6.4104029971
1326189360,,,,6.379420634
1326189420,,,,6.3540714277
1326189480,,,,6.3333311681
1326189540,,,,6.3163618648
1326189600,,,,6.3024778894
1326192120,,,,6.3202091822
1326200400,,,,6.3601711491
1326200460,,,,6.3928673038
1326200520,,,,6.4196187032
1326200580,,,,6.4415062117
1326200640,,,,6.4594141732
1326200700,,,,6.4740661417
1326201000,,,,6.4860541159
1326201060,,,,6.4958624585
1326201120,,,,6.503887466
1326201360,,,,6.5104533813
1326207300,,,,6.5176436756
1326207600,,,,6.5235266437
1326208620,,,,6.5283399812
1326208860,,,,6.5595508937
1326208920,,,,6.5850870949
1326208980,,,,6.6059803503
1326209040,,,,6.6230748321
1326210060,,,,6.609788499
1326210240,,,,6.5989178628
1326219120,,,,6.6900237059
1326219180,,,,6.7645648503
1326219240,,,,6.8255530593
1326219300,,,,6.8754525031
1326236220,,,,6.923552048
1326265500,,,,6.9629062211
1326265560,,,,6.99510509
1326265620,,,,7.0214496191
1326265680,,,,7.0430042338
1326265740,,,,7.0606398276
1326265800,,,,7.0750689499
1326265860,,,,7.0868745954
1326265920,,,,7.0965337598
1326265980,,,,7.1044367126
1326266040,,,,7.1109027649
1326266100,,,,7.1161931712
1326266160,,,,7.1205216856
1326266220,,,,7.1240631973
1326266340,,,,7.1269607978
1326266400,,,,7.1293315618
1326269520,,,,6.969453096
1326269580,,,,6.8386434422
1326275160,,,,6.8679809982
1326285300,,,,6.9283480894
1326285360,,,,6.9777393459
1326285420,,,,7.0181503739
1326285480,,,,7.0512139423
1326285540,,,,7.0782659528
1326285660,,,,7.1003994159
1326285720,,,,7.118508613
1326285780,,,,7.1333252288
1326285840,,,,7.1454479145
1326285900,,,,7.1553664755
1326285960,,,,7.1634816618
1326286020,,,,7.1701213596
1326286080,,,,7.1755538397
1326286140,,,,7.1799985961
1326286200,,,,7.183635215
1326286260,,,,7.1866106305
1326286320,,,,7.1890450613
1326286440,,,,7.1910368683
1326286500,,,,7.1926665286
1326286560,,,,7.1939998871
1326286620,,,,7.1950908167
1326286680,,,,7.1959833955
1326286740,,,,7.1967136872
1326290280,,,,7.1991293804
1326290340,,,,7.2011058567
1326291900,,,,7.2245411555
1326294120,,,,7.1655336727
1326307140,,,,7.1354366413
1326316320,,,,7.1108117974
1326316500,,,,7.0906641979
1326337440,,,,7.0650888892
1326363480,,,,7.1078000002
1326372780,,,,7.1427454547
1326375600,,,,7.1622462812
1326375660,,,,7.1782015028
1326375720,,,,7.2148921386
1326378120,,,,7.2412753861
1326378720,,,,7.1610434978
1326382260,,,,7.0772174073
1326382440,,,,6.9904506059
1326391080,,,,7.055823223
1326391980,,,,6.956582637
1326420000,,,,6.9281130667
1326430500,,,,6.8866379636
1326456180,,,,6.8527037884
1326459780,,,,6.8249394633
1326460620,,,,6.8022231972
1326461640,,,,6.8363644341
1326461700,,,,6.8333890824
1326463380,,,,6.8636819765
1326463440,,,,6.9339216172
1326463500,,,,7.0095722322
1326463560,,,,6.9823772809
1326463620,,,,7.0510359571
1326464760,,,,7.023574874
1326464880,,,,7.0011067151
1326465060,,,,6.982723676
1326474660,,,,6.9676830076
1326474720,,,,6.9553770062
1326474780,,,,6.9453084596
1326474900,,,,6.9370705579
1326474960,,,,6.9303304565
1326475020,,,,6.924815828
1326475380,,,,6.9021220411
1326475440,,,,6.9017362154
1326484320,,,,6.8650569035
1326485100,,,,6.9350465574
1326485160,,,,6.9923108197
1326485220,,,,7.039163398
1326485280,,,,7.0774973256
1326485700,,,,7.1252250846
1326486720,,,,7.1642750692
1326486840,,,,7.0834977839
1326499020,,,,6.9955890959
1326501660,,,,6.9054819876
1326501780,,,,6.8317579898
1326502620,,,,6.7714383553
1326502740,,,,6.7220859271
1326503280,,,,6.6817066676
1326503340,,,,6.6304872735
1326573720,,,,6.5703986783
1326573780,,,,6.5212352823
1326573840,,,,6.4810106855
1326573900,,,,6.4480996518
1326623100,,,,6.5757178969
1326623220,,,,6.6801328247
1326623280,,,,6.7655632202
1326623340,,,,6.8354608166
1326623400,,,,6.892649759
1326729000,,,,6.7667134392
1326729060,,,,6.6636746321
1326729120,,,,6.5793701535
1326735900,,,,6.6740301256
1326735960,,,,6.7514791937
1326736080,,,,6.814846613
1326736140,,,,6.8666926834
1326801900,,,,6.8000212864
1326801960,,,,6.7454719616
1326809760,,,,6.7735679686
1326812640,,,,6.7965556107
1326839580,,,,6.7244545905
1326839640,,,,6.6290992104
1326839700,,,,6.5147175358
1326839760,,,,6.4211325293
1326839880,,,,6.3445629785
1326839940,,,,6.2819151642
1326840000,,,,6.2306578617
1326840060,,,,6.1887200686
1326840120,,,,6.1544073289
1326840180,,,,6.1263332691
1326840240,,,,6.1033635838
1326840300,,,,6.0845702049
1326840360,,,,6.069193804
1326840420,,,,6.0566131124
1326840480,,,,6.0463198192
1326840540,,,,6.0378980339
1326840660,,,,6.0310074823
1326840960,,,,6.0253697582
1326841140,,,,6.0207570749
1326841320,,,,6.0169830613
1326849300,,,,6.0120770502
1326849360,,,,6.008063041
1326849420,,,,6.0047788518
1326849480,,,,6.0020917878
1326849600,,,,5.9998932809
1326849660,,,,5.9980945026
1326849720,,,,5.9966227748
1326849780,,,,5.995418634
1326849840,,,,5.9944334278
1326849900,,,,5.99362735
1326849960,,,,5.9929678318
1326850020,,,,5.992428226
1326850080,,,,5.9919867304
1326850140,,,,5.9916255067
1326850200,,,,5.9949663237
1326850260,,,,6.0504269921
1326857400,,,,6.0448948117
1326857580,,,,6.0403684823
1326875280,,,,6.1239378492
1326875340,,,,6.1923127857
1326875400,,,,6.2482559155
1326875460,,,,6.2940275673
1326875580,,,,6.3314771005
1326875640,,,,6.3621176277
1326875700,,,,6.3871871499
1326875760,,,,6.4076985772
1326875820,,,,6.4244806541
1326875880,,,,6.4382114442
1326875940,,,,6.4494457271
1326876000,,,,6.4586374131
1326876060,,,,6.4661578834
1326876120,,,,6.4723109955
1326877020,,,,6.47734536
1326893160,,,,6.3905552945
1326897600,,,,6.319545241
1326898080,,,,6.4614461063
1326953520,,,,6.2902740869
1326966660,,,,6.419315162
1326967560,,,,6.3776214962
1326967620,,,,6.3435084969
1326970860,,,,6.2974160429
1326993120,,,,6.4251585806
1326997680,,,,6.3751297477
1326997740,,,,6.3341970663
1326997800,,,,6.2752521452
1326997860,,,,6.2270244824
1327000860,,,,6.1984745765
1327015260,,,,6.2132973808
1327015380,,,,6.2254251297
1327015500,,,,6.2244387425
1327045320,,,,6.3472680621
1327057260,,,,6.447764778
1327057440,,,,6.5299893639
1327059300,,,,6.597264025
1327059360,,,,6.6523069295
1327059420,,,,6.6882511242
1327063080,,,,6.6631145561
1327063140,,,,6.6425482732
1327073520,,,,6.6984485872
1327073580,,,,6.7441852077
1327176180,,,,6.6634242608
1327176240,,,,6.5973471225
1327179300,,,,6.5396476457
1327180140,,,,6.4924389828
1327182060,,,,6.5429046223
1327218120,,,,6.5878310546
1327218180,,,,6.6245890447
1327218720,,,,6.5619364911
1327242180,,,,6.5106753109
1327244520,,,,6.4341888907
1327244580,,,,6.3607000015
1327247400,,,,6.446027274
1327265700,,,,6.5085677696
1327311300,,,,6.5070099933
1327316280,,,,6.4875536309
1327319880,,,,6.3989075162
1327331520,,,,6.3900152405
1327332000,,,,6.3827397422
1327332060,,,,6.3767870618
1327334880,,,,6.381007596
1327335120,,,,6.4026425786
1327336380,,,,6.4203439279
1327340040,,,,6.4348268501
1327340520,,,,6.4503128774
1327342740,,,,6.4629832633
1327371660,,,,6.4733499427
1327392240,,,,6.3872863168
1327395300,,,,6.4077797137
1327398300,,,,6.4245470385
1327398420,,,,6.4382657588
1327398780,,,,6.4585810754
1327401960,,,,6.4261117889
1327405800,,,,6.4486369182
1327405860,,,,6.4670665694
1327405920,,,,6.482145375
1327419060,,,,6.4981189432
1327419840,,,,6.5075518626
1327429260,,,,6.5152697058
1327430400,,,,6.5215843047
1327430460,,,,6.5267507948
1327430520,,,,6.530977923
1327430580,,,,6.5344364824
1327430640,,,,6.5372662129
1327482180,,,,6.4868541742
1327490640,,,,6.5510625062
1327490700,,,,6.603596596
1327490760,,,,6.6465790331
1327490820,,,,6.6817464816
1327490880,,,,6.7105198486
1327490940,,,,6.7340616943
1327491180,,,,6.7551413862
1327491240,,,,6.7742065887
1327491300,,,,6.7898053908
1327496400,,,,6.8007498652
1327515600,,,,6.671522617
1327515660,,,,6.5657912321
1327515780,,,,6.4792837353
1327515840,,,,6.4085048744
1327515900,,,,6.3505948972
1327515960,,,,6.3032140068
1327516020,,,,6.2644478237
1327516080,,,,6.2327300376
1327516140,,,,6.2067791217
1327516200,,,,6.1691829177
1327516260,,,,6.1384223872
1327516320,,,,6.1132546805
1327516440,,,,6.0926629204
1327516500,,,,6.0758151167
1327516560,,,,6.06203055
1327516620,,,,6.0507522682
1327516740,,,,6.0415245831
1327516800,,,,6.0339746589
1327516860,,,,6.0277974482
1327516920,,,,6.0227433667
1327516980,,,,6.0186082091
1327517040,,,,6.0152248984
1327517160,,,,6.012456735
1327527060,,,,6.0665555105
1327527420,,,,6.1108181449
1327588380,,,,6.1397603004
1327588440,,,,6.1634402458
1327588500,,,,6.1828147465
1327588560,,,,6.1986666108
1327588620,,,,6.2116363179
1327588680,,,,6.2222478965
1327588740,,,,6.2309300971
1327588800,,,,6.2380337158
1327588920,,,,6.2438457675
1327588980,,,,6.2486010825
1327589820,,,,6.2524917948
1327613340,,,,6.1902205594
1327613580,,,,6.1701804577
1327613640,,,,6.1937840108
1327614000,,,,6.1949141907
1327618980,,,,6.068566156
1327629480,,,,5.6560995822
1327629540,,,,5.7240814763
1327662240,,,,5.5924302988
1327662300,,,,5.484715699
1327670640,,,,5.5311310265
1327670700,,,,5.5691072035
1327670760,,,,5.600178621
1327670820,,,,5.6256006899
1327670880,,,,5.6464005645
1327670940,,,,5.6634186437
1327671000,,,,5.6773425266
1327671120,,,,5.6887347945
1327671180,,,,5.698055741
1327671240,,,,5.7056819699
1327671300,,,,5.7119216117
1327671360,,,,5.7170267732
1327671420,,,,5.7212037236
1327671480,,,,5.7246212284
1327671540,,,,5.7274173687
1327671600,,,,5.7297051198
1327671660,,,,5.7315769162
1327672980,,,,5.7458356587
1327673040,,,,5.7575019026
1327673100,,,,5.7670470112
1327673160,,,,5.7748566455
1327680240,,,,5.78488271
1327680720,,,,5.8021767627
1327680840,,,,5.8163264422
1327723440,,,,5.6515398164
1327806840,,,,5.6948962134
1327811160,,,,5.7303696291
1327811460,,,,5.7612115147
1327863960,,,,5.6773548757
1327878420,,,,5.6451085347
1327927200,,,,5.5823615284
1327937220,,,,5.5819321596
1327944420,,,,5.5815808578
1327945260,,,,5.5812934291
1327945440,,,,5.5810582602
1327945620,,,,5.5808658493
1327953180,,,,5.5807084221
1327953240,,,,5.5805796181
1327988580,,,,5.6022924148
1327997700,,,,5.5982392485
1327997760,,,,5.5949230215
1327997820,,,,5.5922097448
1327997880,,,,5.5899897912
1327997940,,,,5.5881734656
1327998000,,,,5.5866873809
1327998060,,,,5.5854714935
1327998120,,,,5.5844766765
1327998180,,,,5.5836627353
1327998240,,,,5.5829967834
1327998300,,,,5.5824519137
1327998360,,,,5.5820061112
1327998420,,,,5.5816413637
1327998480,,,,5.581342934
1327998540,,,,5.5810987641
1327998600,,,,5.5808989888
1327998660,,,,5.5807355363
1327998720,,,,5.5806018025
1327998780,,,,5.5804923838
1327998840,,,,5.5804028595
1327998900,,,,5.5803296123
1327998960,,,,5.5802696828
1327999020,,,,5.5802206496
1327999080,,,,5.5801805315
1327999140,,,,5.5801477076
1327999200,,,,5.5801208516
1327999980,,,,5.5800988786
1328000040,,,,5.5800809007
1328018520,,,,5.6291571006
1328021400,,,,5.669310355
1328025360,,,,5.7021630177
1328031420,,,,5.7290424691
1328031480,,,,5.7783074747
1328031540,,,,5.8495242975
1328031600,,,,5.9168835161
1328035440,,,,5.9319956041
1328035500,,,,5.8625418579
1328036700,,,,5.4875342474
1328037060,,,,5.5807098388
1328037780,,,,5.5296716863
1328101560,,,,5.5279131978
1328106900,,,,5.6119289801
1328128680,,,,5.5988509837
1328131140,,,,5.6645144412
1328132460,,,,5.7236936337
1328133960,,,,5.752112973
1328134020,,,,5.7153651598
1328134080,,,,5.7452987671
1328142720,,,,5.7897899003
1328157720,,,,5.8080099185
1328157900,,,,5.822917206
1328166000,,,,5.8842049867
1328187240,,,,5.9343495346
1328187360,,,,5.9753768919
1328187480,,,,6.0089447298
1328187540,,,,6.0364093244
1328187600,,,,6.0588803563
1328187660,,,,6.0772657461
1328187720,,,,6.0923083377
1328187780,,,,6.1046159127
1328187840,,,,6.1146857467
1328187900,,,,6.1229247019
1328187960,,,,6.131483847
1328188020,,,,6.1384867839
1328188080,,,,6.1442164595
1328188140,,,,6.1579952851
1328188200,,,,6.1601779605
1328188260,,,,6.1765092404
1328188320,,,,6.1862348331
1328188380,,,,6.1814648634
1328188440,,,,6.177562161
1328188500,,,,6.1743690408
1328188620,,,,6.1899383061
1328188680,,,,6.1844949777
1328188740,,,,6.1800413454
1328188800,,,,6.1763974644
1328188860,,,,6.1734161073
1328188920,,,,6.170976815
1328188980,,,,6.1689810305
1328189040,,,,6.1673481158
1328189100,,,,6.1660120948
1328190060,,,,6.181282623
1328191740,,,,6.1937766916
1328197860,,,,6.2039991113
1328197920,,,,6.2123629092
1328199180,,,,6.2210241985
1328200200,,,,6.1626561624
1328205840,,,,6.1785368601
1328206200,,,,6.1933483401
1328206920,,,,6.2054668237
1328207040,,,,6.2153819467
1328210580,,,,6.2125852291
1328211120,,,,6.2102970056
1328212800,,,,6.2084248228
1328212860,,,,6.2068930368
1328212920,,,,6.2056397574
1328212980,,,,6.204614347
1328213100,,,,6.1855935566
1328216160,,,,6.1700310918
1328219520,,,,6.1863890751
1328219640,,,,6.1997728796
1328221680,,,,6.2143596288
1328224200,,,,6.1917487872
1328224260,,,,6.1659762804
1328225820,,,,6.1867078658
1328229480,,,,6.2054882538
1328230200,,,,6.2226722077
1328232480,,,,6.2385499881
1328232540,,,,6.2515408994
1328233560,,,,6.2130789177
1328235420,,,,6.2325191144
1328235600,,,,6.2502429118
1328235840,,,,6.2683805642
1328245380,,,,6.219584098
1328260860,,,,6.2323869893
1328265000,,,,6.1901348094
1328265060,,,,6.1555648441
1328265120,,,,6.176371236
1328265180,,,,6.1933946477
1328265240,,,,6.2073228936
1328265300,,,,6.2187187311
1328265360,,,,6.2280425982
1328268240,,,,6.1738530349
1328273220,,,,6.1786070285
1328273580,,,,6.1824966597
1328275260,,,,6.1856790852
1328275320,,,,6.1882828879
1328285820,,,,6.1885950901
1328285880,,,,6.1888505283
1328286360,,,,6.1436049777
1328287800,,,,6.1702222545
1328300040,,,,6.1938182082
1328323080,,,,6.2222148976
1328323200,,,,6.2490849162
1328335920,,,,6.1947058405
1328344620,,,,6.1520320514
1328344680,,,,6.1171171329
1328344800,,,,6.0903685633
1328348100,,,,6.1466651882
1328361900,,,,6.1109078812
1328361960,,,,6.079833721
1328362080,,,,6.0544094081
1328362260,,,,6.0336076975
1328362320,,,,6.0165881162
1328364180,,,,6.1008448223
1328365740,,,,6.173418491
1328391540,,,,6.1309787653
1328395740,,,,6.0962553535
1328401260,,,,6.0660271074
1328401440,,,,6.041294906
1328401500,,,,6.0210594686
1328401680,,,,6.0026850197
1328407860,,,,5.9876513798
1328407980,,,,5.9735329471
1328408100,,,,5.9619815022
1328409600,,,,5.95253032
1328409660,,,,5.9429793527
1328414940,,,,5.9351649249
1328420940,,,,5.9287713022
1328429160,,,,5.9235401564
1328434920,,,,5.9047146734
1328442420,,,,5.90385746
1328442480,,,,5.9031561037
1328446680,,,,5.8862186303
1328446920,,,,5.8705425157
1328458320,,,,5.8395347856
1328464200,,,,5.8141648245
1328473500,,,,5.8752257655
1328478660,,,,5.8251847173
1328479980,,,,5.7842420414
1328483100,,,,5.7507434884
1328483160,,,,5.7233355814
1328521080,,,,5.7009109303
1328523660,,,,5.6116543975
1328529540,,,,5.5368081434
1328529600,,,,5.4755702991
1328546580,,,,5.5527393357
1328554080,,,,5.6158776383
1328570640,,,,5.6129907949
1328571240,,,,5.6106288322
1328607720,,,,5.5905144991
1328608860,,,,5.5740573174
1328617020,,,,5.5787741688
1328617080,,,,5.5826334109
1328621160,,,,5.6348818816
1328621220,,,,5.6776306304
1328621400,,,,5.7144250612
1328627700,,,,5.6936205047
1328631000,,,,5.7275076856
1328631600,,,,5.755233561
1328632980,,,,5.7106456408
1328633460,,,,5.6887100697
1328634360,,,,5.6725809661
1328634420,,,,5.6430207905
1328647020,,,,5.6515624649
1328701140,,,,5.6767329259
1328703480,,,,5.6973269393
1328715360,,,,5.6905402231
1328738940,,,,5.6868056371
1328739000,,,,5.6855682485
1328739240,,,,5.7191012942
1328772900,,,,5.6829010589
1328772960,,,,5.6532826846
1328775540,,,,5.6272312874
1328784480,,,,5.6695528715
1328794140,,,,5.675088713
1328796780,,,,5.7105271289
1328796840,,,,5.7395221963
1328807700,,,,5.7632454334
1328815980,,,,5.7826553546
1328816520,,,,5.7985361992
1328816580,,,,5.8115296175
1328816640,,,,5.8221605962
1328816940,,,,5.8326768514
1328817120,,,,5.8430992421
1328849160,,,,5.8498084708
1328849220,,,,5.8552978397
1328863740,,,,5.8597891416
1328864160,,,,5.8489183886
1328864640,,,,5.8545695907
1328865060,,,,5.8591933014
1328867100,,,,5.8629763375
1328868120,,,,5.8660715489
1328868180,,,,5.8686039946
1328872140,,,,5.8706759955
1328873520,,,,5.8723712691
1328882100,,,,5.8737583111
1328883060,,,,5.8748931636
1328896440,,,,5.8758216793
1328896500,,,,5.876581374
1328896560,,,,5.8772029423
1328896620,,,,5.8777114983
1328896680,,,,5.8781275895
1328896740,,,,5.8784680278
1328896800,,,,5.8787465682
1328896860,,,,5.8789744649
1328896920,,,,5.8791609258
1328896980,,,,5.8793134848
1328897040,,,,5.8794383057
1328898660,,,,5.8795404319
1328899620,,,,5.8796239898
1328948460,,,,5.8487832644
1328953200,,,,5.7853681254
1329050640,,,,5.7843921026
1329060480,,,,5.7417753567
1329074520,,,,5.70690711
1329084660,,,,5.7001967264
1329102060,,,,5.669251867
1329102300,,,,5.6439333457
1329102420,,,,5.6177636465
1329102600,,,,5.5963520744
1329128640,,,,5.61337897
1329128700,,,,5.6273100664
1329129180,,,,5.6387082361
1329137760,,,,5.6553067386
1329137820,,,,5.6688873316
1329142500,,,,5.6836350895
1329151320,,,,5.7029741641
1329187380,,,,5.6115243161
1329187440,,,,5.5367017132
1329195720,,,,5.4754832199
1329197760,,,,5.4344862708
1329198840,,,,5.375488767
1329199860,,,,5.3272180821
1329199920,,,,5.2768147945
1329205020,,,,5.22466665
1329214020,,,,5.2783636227
1329214080,,,,5.3222975095
1329216720,,,,5.3546070532
1329218220,,,,5.4046784981
1329221040,,,,5.3911005894
1329223800,,,,5.2963550277
1329223860,,,,5.1879268408
1329224280,,,,5.0992128698
1329225060,,,,5.1411741662
1329225180,,,,5.2518697723
1329225720,,,,5.3478934501
1329226080,,,,5.4264582773
1329226440,,,,5.4907385905
1329227100,,,,5.5451497559
1329227280,,,,5.5914861639
1329227640,,,,5.4930341341
1329228540,,,,5.3833915643
1329229200,,,,5.2591385526
1329233760,,,,5.1883860885
1329235980,,,,5.1341340724
1329237420,,,,5.0861096956
1329238500,,,,5.0468170237
1329241200,,,,5.0183048375
1329243480,,,,4.9349766853
1329252960,,,,4.9267991061
1329309180,,,,4.9219265414
1329309300,,,,4.9179398975
1329313200,,,,4.9128599161
1329313380,,,,4.9087035677
1329313860,,,,4.9053029191
1329314160,,,,4.9025205701
1329314520,,,,4.9093350119
1329314700,,,,4.9149104643
1329315000,,,,4.9194721981
1329315180,,,,4.9395681621
1329317280,,,,4.9560103144
1329317340,,,,4.9694629845
1329317940,,,,4.9822878964
1329318540,,,,5.0000537334
1329318660,,,,4.9964076001
1329325260,,,,5.0116062183
1329329460,,,,5.0058596331
1329329700,,,,4.9757033362
1329330360,,,,4.9237572751
1329354360,,,,4.8467104978
1329354420,,,,4.7836722255
1329354540,,,,4.713913639
1329354660,,,,4.6568384319
1329354900,,,,4.6101405352
1329356820,,,,4.5628422561
1329356940,,,,4.515052755
1329357060,,,,4.4759522541
1329358140,,,,4.4203245715
1329366600,,,,4.4711746494
1329386880,,,,4.4964156223
1329386940,,,,4.5170673273
1329387600,,,,4.523055086
1329396240,,,,4.5443177976
1329401760,,,,4.5617145617
1329402060,,,,4.5668573686
1329410040,,,,4.5837923925
1329410100,,,,4.5976483212
1329410160,,,,4.599894081
1329412020,,,,4.6180951571
1329412620,,,,4.6366233104
1329413280,,,,4.6536008903
1329415020,,,,4.6456734557
1329415080,,,,4.6355510092
1329415320,,,,4.6199962803
1329415380,,,,4.5345424111
1329416520,,,,4.5700801546
1329416760,,,,4.6046110356
1329416820,,,,4.63831812
1329416880,,,,4.7004420982
1329429720,,,,4.7185435349
1329430740,,,,4.7115356194
1329433800,,,,4.7058018705
1329433860,,,,4.6702015304
1329447120,,,,4.6719830703
1329460440,,,,4.6934406939
1329460680,,,,4.7019060223
1329461940,,,,4.7088322
1329463440,,,,4.7235899818
1329464460,,,,4.7265736215
1329465060,,,,4.7381056903
1329467340,,,,4.7384501103
1329468540,,,,4.7169137266
1329468720,,,,4.699293049
1329480240,,,,4.6903306765
1329480300,,,,4.6829978262
1329480360,,,,4.6497254942
1329481080,,,,4.6770481316
1329481440,,,,4.6812211986
1329482040,,,,4.6846355261
1329482100,,,,4.6874290668
1329482160,,,,4.6533510547
1329482940,,,,4.6781963175
1329483000,,,,4.6894333506
1329483300,,,,4.6731727414
1329488040,,,,4.6707776975
1329495900,,,,4.6415453889
1329496680,,,,4.6594462273
1329496740,,,,4.6650014587
1329500220,,,,4.6731830116
1329500280,,,,4.6798770095
1329503160,,,,4.6908084623
1329503400,,,,4.6906614692
1329503640,,,,4.6905412021
1329514020,,,,4.6958973471
1329514320,,,,4.6911887386
1329529500,,,,4.6873362407
1329529620,,,,4.6441841969
1329529680,,,,4.6088779793
1329530400,,,,4.579991074
1329530460,,,,4.5563563332
1329530640,,,,4.5370188181
1329531360,,,,4.5211972148
1329531420,,,,4.5082522667
1329533520,,,,4.4976609455
1329542400,,,,4.488995319
1329549840,,,,4.481905261
1329549900,,,,4.4761043045
1329549960,,,,4.4713580673
1329550020,,,,4.4674747823
1329556680,,,,4.5152066401
1329558000,,,,4.4942599782
1329566820,,,,4.4771218004
1329566880,,,,4.461281473
1329566940,,,,4.4283212052
1329567000,,,,4.3995355315
1329567300,,,,4.3650745258
1329582120,,,,4.3241518848
1329582180,,,,4.2906697239
1329587760,,,,4.2832752286
1329589680,,,,4.3008615507
1329601860,,,,4.2879776324
1329610800,,,,4.304708972
1329610860,,,,4.3038527952
1329610920,,,,4.303152287
1329610980,,,,4.3025791439
1329646020,,,,4.3075647541
1329674460,,,,4.3207347988
1329733140,,,,4.3933284718
1329733380,,,,4.443632386
1329733440,,,,4.484790134
1329746400,,,,4.5184646551
1329746640,,,,4.5423801723
1329751860,,,,4.5510383228
1329751920,,,,4.5581222641
1329752400,,,,4.5639182161
1329752460,,,,4.5686603586
1329752520,,,,4.5634493843
1329753180,,,,4.568276769
1329753240,,,,4.5722264474
1329753540,,,,4.5754580024
1329753600,,,,4.578102002
1329753660,,,,4.5802652743
1329753720,,,,4.5820352244
1329753780,,,,4.5853015473
1329756660,,,,4.5770649023
1329757860,,,,4.5703258292
1329762960,,,,4.5393574966
1329768420,,,,4.5140197699
1329772080,,,,4.509652539
1329772620,,,,4.5060793501
1329772740,,,,4.5049740137
1329772860,,,,4.5040696476
1329773400,,,,4.5106024389
1329775920,,,,4.4977656319
1329780720,,,,4.4872627897
1329802080,,,,4.4932150098
1329802140,,,,4.498085008
1329802320,,,,4.5038877338
1329806040,,,,4.5086354186
1329810660,,,,4.501610797
1329810780,,,,4.4813179248
1329812160,,,,4.4647146658
1329812280,,,,4.4438574538
1329812340,,,,4.4231560986
1329812400,,,,4.4007640806
1329820260,,,,4.4242615205
1329820320,,,,4.4434866986
1329820440,,,,4.4501254807
1329820560,,,,4.4664663024
1329822000,,,,4.4743815201
1329822900,,,,4.4754030619
1329832500,,,,4.474420687
1329832560,,,,4.4736169258
1329836220,,,,4.4747774847
1329836880,,,,4.4775452148
1329836940,,,,4.4798097212
1329837000,,,,4.4816624991
1329837540,,,,4.4922693175
1329839640,,,,4.4809476234
1329845460,,,,4.4898662373
1329845520,,,,4.4971632851
1329861120,,,,4.4994972332
1329861420,,,,4.5014068272
1329861540,,,,4.5029692223
1329861780,,,,4.5060657273
1329867660,,,,4.5085992314
1329868320,,,,4.5215811893
1329869160,,,,4.5103846095
1329907500,,,,4.5212237714
1329911220,,,,4.5210012675
1329914700,,,,4.5208192189
1329921840,,,,4.5297611791
1329946500,,,,4.5370773283
1329946560,,,,4.5430632686
