timestamp,open,high,low,close,volume_(btc),volume_(currency),weighted_price,volumn_square,ma10,rsi30,rsi10,%k10,ema200,ma200,rsi200,%k30,rsi10,%k200,%k30,ema10,signal
1325692440.0,5.32,5.32,5.32,5.32,10.39473684,55.29999999,5.32,,5.179,,68.6694379480711,100.0,,,,,,,,5.197917262,0.0
1325692800.0,5.36,5.37,5.36,5.37,13.62942272,73.06000001,5.360461812,,5.202,,70.3860841775784,100.0,,,,,,,,5.2294604801,0.0
1325699460.0,5.37,5.57,5.37,5.57,43.31219578,235.7470694,5.442972011,,5.23,,76.1853638199401,100.0,,,,,,,,5.2917897446,0.0
1325727600.0,5.72,5.72,5.72,5.72,5.0,28.6,5.72,,5.273,,79.5264661566702,100.0,,,,,,,,5.3700705305,0.0
1325735520.0,5.75,5.75,5.75,5.75,5.2,29.9,5.75,,5.355,,80.1454694174518,100.0,,,,,,,,5.4394563787,0.0
1325747940.0,5.75,5.79,5.75,5.79,14.8,85.5,5.777027027,,5.441,,80.9966590280571,100.0,,,,,,,,5.5034237244,0.0
1325753880.0,6.0,6.0,6.0,6.0,2.23666667,13.42000002,6.0,,5.522,,84.7983318091158,100.0,,,,,,,,5.5939792006,0.0
1325754180.0,6.0,6.0,6.0,6.0,0.1684827,1.0108962,6.0,,5.603,,84.7983318091159,100.0,,,,,,,,5.6679809422,0.0
1325756880.0,6.15,6.15,6.15,6.15,10.0,61.5,6.15,,5.699,78.0254777070064,87.0779545565996,100.0,,,,,,,,5.755795317,0.0
1325758080.0,6.19,6.19,6.19,6.19,0.57189015,3.540000029,6.19,,5.786,78.3112941686538,87.6276839531617,100.0,,,,,,,,5.8348702207,0.0
1325758200.0,6.19,6.23,6.19,6.23,16.0,99.2857189,6.205357431,,5.877,78.5992461848248,88.1861130002808,100.0,,,,,,,,5.906807718,0.0
1325760480.0,6.23,6.25,6.23,6.25,14.0,87.42,6.244285714,,5.965,78.7452071155089,88.4751021742915,100.0,,,,,,,,5.9692743199,0.0
1325762400.0,6.46,6.46,6.46,6.46,0.77399381,5.000000013,6.46,,6.054,80.2112242167205,91.0339144668142,100.0,,,,,,,,6.0585767148,0.0
1325762460.0,6.46,6.46,6.46,6.46,0.17801857,1.149999962,6.46,,6.128,80.2112242167205,91.0339144668142,100.0,,,,,,,,6.1316159958,0.0
1325762880.0,6.43,6.43,6.43,6.43,0.31104199,1.999999996,6.43,,6.196,79.3742534560919,87.6035520809398,95.7746478873239,,,,,,,,6.1859000009,0.0
1325768820.0,6.44,6.44,6.44,6.44,0.31055901,2.000000024,6.44,,6.261,79.4482015485971,87.7741803575654,95.6521739130436,,,,,,,,6.2321225508,0.0
1325770680.0,6.43,6.43,6.43,6.43,0.46656299,3.000000026,6.43,,6.304,79.154628036559,86.4520132578252,93.4782608695652,,,,,,,,6.2681146353,0.0
1325773860.0,6.42,6.42,6.42,6.42,0.31152648,2.000000002,6.42,,6.346,78.8532057163677,85.0288866243031,87.0967741935484,,,,,,,,6.2957391779,0.0
1325803800.0,6.43,6.43,6.43,6.43,0.31152648,2.003115266,6.43,,6.374,78.9361830404188,85.2977974749761,88.8888888888888,,,,98.039216,,,,6.3201567609,0.0
1325806500.0,6.44,6.44,6.44,6.44,0.46656299,3.004665656,6.44,,6.399,79.0213391678276,85.5854789745068,92.5925925925927,,,,98.69281,,,,6.3419512055,0.0
1325806740.0,6.47,6.47,6.47,6.47,0.95201238,6.159520099,6.47,,6.423,79.2812869509085,86.4680862425107,100.0,,,,100.0,,,,6.3652369696,0.0
1325806860.0,6.65,6.65,6.65,6.65,20.77744361,138.17,6.65,,6.463,80.7609615740089,90.3906501600666,100.0,,,,100.0,,,,6.4170196445,0.0
1325806980.0,6.65,6.65,6.65,6.65,1.46627565,9.750733073,6.65,,6.482,80.7609615740089,90.3906501600666,100.0,,,,100.0,,,,6.4593847819,0.0
1325807160.0,6.65,6.65,6.65,6.65,0.49926578,3.320117437,6.65,,6.501,80.7609615740089,90.3906501600666,100.0,,,,100.0,,,,6.49404549,0.0
1325829720.0,6.65,6.65,6.65,6.65,1.42549766,9.479559439,6.65,,6.523,80.7609615740089,90.3906501600666,100.0,,,,100.0,,,,6.5224031285,0.0
1325829840.0,6.69,6.73,6.69,6.73,6.31,42.36385832,6.713765186,,6.552,81.4357855972552,91.9678601325659,100.0,,,,100.0,,,,6.5601504898,0.0
1325856000.0,6.8,6.9,6.8,6.9,9.31055901,63.61180127,6.832221481,,6.599,82.7647318262984,94.211220123129,100.0,,,,100.0,,,,6.6219446257,0.0
1325863260.0,6.76,6.76,6.76,6.76,0.29585799,2.000000012,6.76,,6.633,78.0073425641512,75.0348173707251,70.2127659574467,,,,91.812865,,,,6.6470467049,0.0
1325864160.0,6.5,6.5,6.5,6.5,0.5,3.25,6.5,,6.64,70.249592971484,52.8407719503556,13.0434782608695,,,,74.683544,,,,6.62030998,0.0
1325864220.0,6.49,6.49,6.49,6.49,1.54083205,10.00000001,6.49,,6.645,69.9727210304201,52.181185501036,4.65116279069778,,,,74.050633,,,,6.59661656,0.0
1325867820.0,6.4,6.4,6.4,6.4,0.5,3.2,6.4,,6.638,67.4959898580385,46.390480487201,0.0,,,,67.532468,,,,6.5608672349,0.0
1325872740.0,6.4,6.4,6.4,6.4,1.55038759,9.922480576,6.4,,6.613,67.4959898580385,46.390480487201,0.0,,,,67.320261,,,,6.5316180713,0.0
1325872800.0,6.4,6.4,6.4,6.4,0.83875968,5.368061952,6.4,,6.588,67.4959898580385,46.390480487201,0.0,,,,57.627119,,,,6.5076871277,0.0
1325875320.0,6.4,6.4,6.4,6.4,9.11085273,58.30945747,6.4,,6.563,67.4959898580385,46.390480487201,0.0,,,,56.521739,,,,6.488107392,0.0
1325881080.0,6.3,6.3,6.3,6.3,0.5,3.15,6.3,,6.528,64.5869773691826,39.0514012716487,0.0,,,,47.826087,,,,6.4539056795,0.0
1325881140.0,6.2,6.2,6.2,6.2,0.5,3.1,6.2,,6.475,61.8302618116937,33.2131788177704,0.0,,,,22.222222,,,,6.4077406035,0.0
1325881260.0,6.1,6.1,6.1,6.1,0.5,3.05,6.1,,6.395,59.2156526769455,28.4819754619148,0.0,,,,11.111111,,,,6.3517873629,0.0
1325881320.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,,6.319,56.7338283573043,24.58994508728,0.0,,,,0.0,,,,6.2878256467,0.0
1325960040.0,6.8,6.8,6.8,6.8,0.29585799,2.011834332,6.8,,6.349,67.8761434787566,65.9495527892387,100.0,,,,88.888889,,,,6.380948706,0.0
1326032400.0,6.9,6.9,6.9,6.9,4.0,27.6,6.9,,6.39,68.9114309780623,68.3597602320184,100.0,,,,100.0,,,,6.4753220414,0.0
1326065460.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,,6.45,69.914461924813,70.6667677728239,100.0,,,,100.0,,,,6.5707183423,0.0
1326084000.0,6.99,6.99,6.9,6.9,5.0,34.69854,6.939708,,6.5,67.6563502154806,65.3707412853429,90.0,,,,90.0,,,,6.6305878929,0.0
1326110640.0,6.9,6.9,6.9,6.9,7.04348837,48.60006975,6.9,,6.55,67.6563502154806,65.3707412853429,90.0,,,,90.0,,,,6.6795720184,0.0
1326110760.0,6.9,6.9,6.9,6.9,1.46842878,10.13215858,6.9,,6.6,67.6563502154806,65.3707412853429,90.0,,,,90.0,,,,6.7196499042,0.0
1326110820.0,6.9,6.9,6.9,6.9,1.47275405,10.16200295,6.9,,6.66,67.6563502154806,65.3707412853429,90.0,,,,90.0,,,,6.7524408782,0.0
1326110880.0,6.9,6.9,6.9,6.9,1.52207002,10.50228314,6.9,,6.73,67.6563502154806,65.3707412853429,90.0,,,,90.0,,,,6.7792698412,0.0
1326110940.0,6.9,6.9,6.9,6.9,0.69925878,4.824885582,6.9,,6.81,67.6563502154806,65.3707412853429,90.0,,,,90.0,,,,6.8012208005,0.0
1326111300.0,6.5,6.5,6.5,6.5,1.5600624,10.1404056,6.5,,6.86,58.4082573077341,41.795040670987,0.0,,,,50.0,,,,6.7464533388,0.0
1326111360.0,6.5,6.5,6.5,6.5,1.5600624,10.1404056,6.5,,6.83,58.4082573077341,41.795040670987,0.0,,,,50.0,,,,6.7016436117,0.0
1326111420.0,6.5,6.5,6.5,6.5,1.56985871,10.20408162,6.5,,6.79,58.4082573077341,41.795040670987,0.0,,,,50.0,,,,6.6649811174,0.0
1326111480.0,6.5,6.5,6.5,6.5,1.5576324,10.1246106,6.5,,6.74,58.4082573077341,41.795040670987,0.0,,,,50.0,,,,6.6349845376,0.0
1326111540.0,6.5,6.5,6.5,6.5,1.56494523,10.172144,6.5,,6.7,58.4082573077341,41.795040670987,0.0,,,,50.0,,,,6.6104418856,0.0
1326111600.0,6.5,6.5,6.5,6.5,1.54559505,10.04636783,6.5,,6.66,58.4082573077341,41.795040670987,0.0,,,,50.0,,,,6.590361537,0.0
1326111840.0,6.5,6.5,6.5,6.5,13.6,88.4,6.5,,6.62,58.4082573077341,41.795040670987,0.0,,,,50.0,,,,6.5739321627,0.0
1326115560.0,6.58,6.58,6.58,6.58,1.51975684,10.00000001,6.58,,6.588,59.8015604188271,49.4223639583647,20.0,,,,58.0,,,,6.575035406,0.0
1326115620.0,6.6,6.6,6.6,6.6,1.48024316,9.769604856,6.6,,6.558,60.1468349722583,51.1987628578464,24.9999999999999,,,,60.0,,,,6.5795744239,0.0
1326115680.0,6.6,6.6,6.6,6.6,0.8,5.28,6.6,,6.528,60.1468349722583,51.1987628578464,100.0,,,,60.0,,,,6.5832881655,0.0
1326115980.0,6.57,6.57,6.57,6.57,0.76103501,5.000000016,6.57,,6.535,59.3288244443739,48.0720983199689,70.0000000000005,,,,57.0,,,,6.5808721351,0.0
1326117480.0,6.5,6.5,6.5,6.5,0.04184381,0.271984765,6.5,,6.535,57.4430756388942,41.5013044373332,0.0,,,,50.0,,,,6.5661681093,0.0
1326119580.0,6.6,6.6,6.6,6.6,1.51515152,10.00000003,6.6,,6.545,59.3523937403204,51.930559377087,100.0,,,,60.0,,,,6.5723193626,0.0
1326122760.0,6.6,6.6,6.6,6.6,1.51515152,10.00000003,6.6,,6.555,59.3523937403204,51.930559377087,100.0,,,,60.0,,,,6.577352206,0.0
1326122820.0,6.6,6.6,6.6,6.6,1.51515152,10.00000003,6.6,,6.565,59.3523937403204,51.930559377087,100.0,,,,60.0,,,,6.5814699869,0.0
1326122880.0,6.6,6.6,6.6,6.6,1.51515152,10.00000003,6.6,,6.575,59.3523937403204,51.930559377087,100.0,,,,60.0,,,,6.5848390804,0.0
1326123780.0,6.6,6.6,6.6,6.6,1.51745068,10.01517449,6.6,,6.585,59.3523937403204,51.930559377087,100.0,,,,60.0,,,,6.5875956113,0.0
1326124560.0,6.6,6.6,6.6,6.6,1.51515152,10.00000003,6.6,,6.587,59.3523937403204,51.930559377087,100.0,,,,60.0,,,,6.5898509548,0.0
1326124680.0,6.6,6.6,6.6,6.6,1.51515152,10.00000003,6.6,,6.587,59.3523937403204,51.930559377087,100.0,,,,60.0,,,,6.5916962357,0.0
1326124800.0,6.6,6.6,6.6,6.6,1.51515152,10.00000003,6.6,,6.587,59.3523937403204,51.930559377087,100.0,,,,60.0,,,,6.5932060111,0.0
1326124980.0,6.6,6.6,6.6,6.6,1.51515152,10.00000003,6.6,,6.59,59.3523937403204,51.930559377087,100.0,,,,20.0,,,,6.5944412818,0.0
1326125040.0,6.6,6.6,6.6,6.6,1.51515152,10.00000003,6.6,,6.6,59.3523937403204,51.930559377087,,,,,20.0,,,,6.5954519579,0.0
1326125160.0,6.6,6.6,6.6,6.6,1.51515152,10.00000003,6.6,,6.6,59.3523937403204,51.930559377087,,,,,20.0,,,,6.5962788746,0.0
1326129120.0,6.36,6.36,6.36,6.36,0.31446541,2.000000008,6.36,,6.576,51.3277246009667,21.972017382611,0.0,,,,0.0,,,,6.5533190789,0.0
1326130020.0,6.38,6.38,6.38,6.38,0.55799373,3.559999997,6.38,,6.554,51.8884883229818,25.9286365993815,8.33333333333318,,,,3.703704,,,,6.5218065189,0.0
1326132180.0,6.49,6.49,6.49,6.49,0.56086287,3.640000026,6.49,,6.543,54.8482631183495,43.4518102304393,54.1666666666668,,,,24.074074,,,,6.5160235154,0.0
1326132300.0,6.48,6.48,6.48,6.48,1.0,6.48,6.48,,6.531,54.5327642910993,42.4377138989288,50.0000000000002,,,,22.222222,,,,6.5094737853,0.0
1326138120.0,6.35,6.35,6.35,6.35,1.0,6.35,6.35,,6.506,50.6171561701697,31.7383764068071,0.0,,,,0.0,,,,6.4804785515,0.0
1326138240.0,6.23,6.23,6.23,6.23,1.0,6.23,6.23,,6.469,47.3692787464768,25.2175435311275,0.0,,,,0.0,,,,6.4349369966,0.0
1326149820.0,6.3,6.3,6.3,6.3,1.0,6.3,6.3,,6.439,49.3312042912932,34.0057231030088,18.9189189189188,,,,18.918919,,,,6.4104029971,0.0
1326189360.0,6.24,6.24,6.24,6.24,3.2051282,19.99999997,6.24,,6.403,47.7527990991137,30.5828708928023,2.70270270270265,,,,2.702703,,,,6.379420634,0.0
1326189420.0,6.24,6.24,6.24,6.24,1.6025641,9.999999984,6.24,,6.367,47.7527990991137,30.5828708928023,2.70270270270265,,,,2.702703,,,,6.3540714277,0.0
1326189480.0,6.24,6.24,6.24,6.24,1.6025641,9.999999984,6.24,,6.331,47.7527990991137,30.5828708928023,3.84615384615377,,,,2.702703,,,,6.3333311681,0.0
1326189540.0,6.24,6.24,6.24,6.24,1.6025641,9.999999984,6.24,,6.319,47.7527990991137,30.5828708928023,3.84615384615377,,,,2.702703,,,,6.3163618648,0.0
1326189600.0,6.24,6.24,6.24,6.24,1.2371795,7.72000008,6.24,,6.305,47.7527990991137,30.5828708928023,3.84615384615377,,,,2.702703,,,,6.3024778894,0.0
1326192120.0,6.4,6.4,6.4,6.4,1.0,6.4,6.4,,6.296,52.5492989237888,52.2762388325555,68.0,,,,45.945946,,,,6.3202091822,0.0
1326200400.0,6.54,6.54,6.54,6.54,1.0,6.54,6.54,,6.302,56.1898525228851,63.3971580095735,100.0,,,,83.783784,,,,6.3601711491,0.0
1326200460.0,6.54,6.54,6.54,6.54,1.52905199,10.00000002,6.54,,6.321,56.1898525228851,63.3971580095735,100.0,,,,83.783784,,,,6.3928673038,0.0
1326200520.0,6.54,6.54,6.54,6.54,1.52905199,10.00000002,6.54,,6.352,56.1898525228851,63.3971580095735,100.0,,,,83.783784,,,,6.4196187032,0.0
1326200580.0,6.54,6.54,6.54,6.54,1.52905199,10.00000002,6.54,,6.376,56.1898525228851,63.3971580095735,100.0,,,,83.783784,,,,6.4415062117,0.0
1326200640.0,6.54,6.54,6.54,6.54,1.53846154,10.06153847,6.54,,6.406,56.1898525228851,63.3971580095735,100.0,,,,83.783784,,,,6.4594141732,0.0
1326200700.0,6.54,6.54,6.54,6.54,1.53846154,10.06153847,6.54,,6.436,56.1898525228851,63.3971580095735,100.0,,,,83.783784,,,,6.4740661417,0.0
1326201000.0,6.54,6.54,6.54,6.54,1.52905199,10.00000002,6.54,,6.466,56.1898525228851,63.3971580095735,100.0,,,,83.783784,,,,6.4860541159,0.0
1326201060.0,6.54,6.54,6.54,6.54,1.52905199,10.00000002,6.54,,6.496,56.1898525228851,63.3971580095735,100.0,,,,83.783784,,,,6.4958624585,0.0
1326201120.0,6.54,6.54,6.54,6.54,1.52905199,10.00000002,6.54,,6.526,56.1898525228851,63.3971580095735,100.0,,,,83.783784,,,,6.503887466,0.0
1326201360.0,6.54,6.54,6.54,6.54,0.32568807,2.129999978,6.54,,6.54,56.1898525228851,63.3971580095735,,,,,83.783784,,,,6.5104533813,0.0
1326207300.0,6.55,6.55,6.55,6.55,0.56086287,3.673651799,6.55,,6.541,56.5242602537003,65.0648487543957,100.0,,,,86.486486,,,,6.5176436756,0.0
1326207600.0,6.55,6.55,6.55,6.55,1.52671756,10.00000002,6.55,,6.542,56.5242602537003,65.0648487543957,100.0,,,,86.486486,,,,6.5235266437,0.0
1326208620.0,6.55,6.55,6.55,6.55,10.14,66.417,6.55,,6.543,56.5242602537003,65.0648487543957,100.0,,,,86.486486,,,,6.5283399812,0.0
1326208860.0,6.7,6.7,6.7,6.7,0.76103501,5.098934567,6.7,,6.559,61.4150657119549,81.9688169019991,100.0,,,,100.0,,,,6.5595508937,0.0
1326208920.0,6.7,6.7,6.7,6.7,1.5037594,10.07518798,6.7,,6.575,61.4150657119549,81.9688169019991,100.0,,,,100.0,,,,6.5850870949,0.0
1326208980.0,6.7,6.7,6.7,6.7,1.5128593,10.13615731,6.7,,6.591,61.4150657119549,81.9688169019991,100.0,,,,100.0,,,,6.6059803503,0.0
1326209040.0,6.7,6.7,6.7,6.7,7.6528593,51.27415731,6.7,,6.607,61.4150657119549,81.9688169019991,100.0,,,,100.0,,,,6.6230748321,0.0
1326210060.0,6.55,6.55,6.55,6.55,1.52905199,10.01529054,6.55,,6.608,54.4058126955592,47.1765752754906,6.24999999999986,,,,68.085106,,,,6.609788499,0.0
1326210240.0,6.55,6.55,6.55,6.55,1.53139357,10.03062788,6.55,,6.609,54.4058126955592,47.1765752754906,6.24999999999986,,,,68.085106,,,,6.5989178628,0.0
1326219120.0,7.1,7.1,7.1,7.1,4.0,28.4,7.1,,6.665,68.5086397598357,81.9185201631434,100.0,,,,100.0,,,,6.6900237059,0.0
1326219180.0,7.1,7.1,7.1,7.1,1.51057402,10.72507554,7.1,,6.72,68.5086397598357,81.9185201631434,100.0,,,,100.0,,,,6.7645648503,1.0
1326219240.0,7.1,7.1,7.1,7.1,1.51057402,10.72507554,7.1,,6.775,68.5086397598357,81.9185201631434,100.0,,,,100.0,,,,6.8255530593,1.0
1326219300.0,7.1,7.1,7.1,7.1,0.12533083,0.889848893,7.1,,6.83,68.5086397598357,81.9185201631434,100.0,,,,100.0,,,,6.8754525031,1.0
1326236220.0,7.14,7.14,7.14,7.14,4.59803922,32.83000003,7.14,,6.874,69.2995581194767,83.1471688110982,100.0,,,,100.0,,,,6.923552048,1.0
1326265500.0,7.14,7.14,7.14,7.14,1.40196078,10.00999997,7.14,,6.918,69.2995581194767,83.1471688110982,100.0,,,,100.0,,,,6.9629062211,1.0
1326265560.0,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14,,6.962,69.2995581194767,83.1471688110982,100.0,,,,100.0,,,,6.99510509,1.0
1326265620.0,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14,,7.006,69.2995581194767,83.1471688110982,100.0,,,,100.0,,,,7.0214496191,1.0
1326265680.0,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14,,7.065,69.2995581194767,83.1471688110982,100.0,,,,100.0,,,,7.0430042338,1.0
1326265740.0,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14,,7.124,69.2995581194767,83.1471688110982,100.0,,,,100.0,,,,7.0606398276,1.0
1326265800.0,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14,,7.128,69.2995581194767,83.1471688110982,100.0,,,,100.0,,,,7.0750689499,0.0
1326265860.0,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14,,7.132,69.2995581194767,83.1471688110982,100.0,,,,100.0,,,,7.0868745954,0.0
1326265920.0,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14,,7.136,69.2995581194767,83.1471688110982,100.0,,,,100.0,,,,7.0965337598,0.0
1326265980.0,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14,,7.14,69.2995581194767,83.1471688110982,,,,,100.0,,,,7.1044367126,0.0
1326266040.0,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14,,7.14,69.2995581194767,83.1471688110982,,,,,100.0,,,,7.1109027649,0.0
1326266100.0,7.14,7.14,7.14,7.14,1.44927536,10.34782607,7.14,,7.14,69.2995581194767,83.1471688110982,,,,,100.0,,,,7.1161931712,0.0
1326266160.0,7.14,7.14,7.14,7.14,1.44927536,10.34782607,7.14,,7.14,69.2995581194767,83.1471688110982,,,,,100.0,,,,7.1205216856,0.0
1326266220.0,7.14,7.14,7.14,7.14,1.44927536,10.34782607,7.14,,7.14,69.2995581194767,83.1471688110982,,,,,100.0,,,,7.1240631973,0.0
1326266340.0,7.14,7.14,7.14,7.14,1.44927536,10.34782607,7.14,,7.14,69.2995581194767,83.1471688110982,,,,,100.0,,,,7.1269607978,0.0
1326266400.0,7.14,7.14,7.14,7.14,1.23712009,8.833037443,7.14,,7.14,69.2995581194767,83.1471688110982,,,,,100.0,,,,7.1293315618,0.0
1326269520.0,6.25,6.25,6.25,6.25,10.15,63.4375,6.25,,7.051,35.334143122754,9.07806876207898,0.0,,,,0.0,,,,6.969453096,1.0
1326269580.0,6.25,6.25,6.25,6.25,0.85,5.3125,6.25,,6.962,35.334143122754,9.07806876207898,0.0,,,,0.0,,,,6.8386434422,1.0
1326275160.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,,6.948,55.1555011228409,52.811419502911,84.2696629213483,,,,84.269663,,,,6.8679809982,1.0
1326285300.0,7.2,7.2,7.2,7.2,1.0,7.2,7.2,,6.954,58.651788238224,58.6977427958815,100.0,,,,100.0,,,,6.9283480894,1.0
1326285360.0,7.2,7.2,7.2,7.2,1.41442716,10.18387555,7.2,,6.96,58.651788238224,58.6977427958815,100.0,,,,100.0,,,,6.9777393459,1.0
1326285420.0,7.2,7.2,7.2,7.2,1.41442716,10.18387555,7.2,,6.966,58.651788238224,58.6977427958815,100.0,,,,100.0,,,,7.0181503739,1.0
1326285480.0,7.2,7.2,7.2,7.2,1.41242938,10.16949154,7.2,,6.972,58.651788238224,58.6977427958815,100.0,,,,100.0,,,,7.0512139423,1.0
1326285540.0,7.2,7.2,7.2,7.2,1.40449438,10.11235954,7.2,,6.978,58.651788238224,58.6977427958815,100.0,,,,100.0,,,,7.0782659528,1.0
1326285660.0,7.2,7.2,7.2,7.2,1.40646976,10.12658227,7.2,,6.984,58.651788238224,58.6977427958815,100.0,,,,100.0,,,,7.1003994159,1.0
1326285720.0,7.2,7.2,7.2,7.2,1.40646976,10.12658227,7.2,,6.99,58.651788238224,58.6977427958815,100.0,,,,100.0,,,,7.118508613,1.0
1326285780.0,7.2,7.2,7.2,7.2,1.41242938,10.16949154,7.2,,7.085,58.651788238224,58.6977427958815,100.0,,,,100.0,,,,7.1333252288,1.0
1326285840.0,7.2,7.2,7.2,7.2,1.40646976,10.12658227,7.2,,7.18,58.651788238224,58.6977427958815,100.0,,,,100.0,,,,7.1454479145,1.0
1326285900.0,7.2,7.2,7.2,7.2,1.40449438,10.11235954,7.2,,7.2,58.651788238224,58.6977427958815,,,,,100.0,,,,7.1553664755,1.0
1326285960.0,7.2,7.2,7.2,7.2,1.40449438,10.11235954,7.2,,7.2,58.651788238224,58.6977427958815,,,,,100.0,,,,7.1634816618,1.0
1326286020.0,7.2,7.2,7.2,7.2,1.40252454,10.09817669,7.2,,7.2,58.651788238224,58.6977427958815,,,,,100.0,,,,7.1701213596,1.0
1326286080.0,7.2,7.2,7.2,7.2,1.40252454,10.09817669,7.2,,7.2,58.651788238224,58.6977427958815,,,,,100.0,,,,7.1755538397,1.0
1326286140.0,7.2,7.2,7.2,7.2,1.40252454,10.09817669,7.2,,7.2,58.651788238224,58.6977427958815,,,,,100.0,,,,7.1799985961,1.0
1326286200.0,7.2,7.2,7.2,7.2,1.40449438,10.11235954,7.2,,7.2,58.651788238224,58.6977427958815,,,,,100.0,,,,7.183635215,1.0
1326286260.0,7.2,7.2,7.2,7.2,1.40449438,10.11235954,7.2,,7.2,58.651788238224,58.6977427958815,,,,,100.0,,,,7.1866106305,1.0
1326286320.0,7.2,7.2,7.2,7.2,1.40646976,10.12658227,7.2,,7.2,58.651788238224,58.6977427958815,,,,,100.0,,,,7.1890450613,1.0
1326286440.0,7.2,7.2,7.2,7.2,1.40252454,10.09817669,7.2,,7.2,58.651788238224,58.6977427958815,,,,,100.0,,,,7.1910368683,1.0
1326286500.0,7.2,7.2,7.2,7.2,1.40252454,10.09817669,7.2,,7.2,58.651788238224,58.6977427958815,,,,,100.0,,,,7.1926665286,1.0
1326286560.0,7.2,7.2,7.2,7.2,1.41242938,10.16949154,7.2,,7.2,58.651788238224,58.6977427958815,,,,,100.0,,,,7.1939998871,1.0
1326286620.0,7.2,7.2,7.2,7.2,1.41242938,10.16949154,7.2,,7.2,58.651788238224,58.6977427958815,,,,,100.0,,,,7.1950908167,1.0
1326286680.0,7.2,7.2,7.2,7.2,1.41242938,10.16949154,7.2,,7.2,58.651788238224,58.6977427958815,,,,,100.0,,,,7.1959833955,1.0
1326286740.0,7.2,7.2,7.2,7.2,1.41242938,10.16949154,7.2,,7.2,58.651788238224,58.6977427958815,,,,,100.0,,,,7.1967136872,1.0
1326290280.0,7.21,7.21,7.21,7.21,3.0,21.63,7.21,,7.201,59.0003525728669,61.4131724655695,100.0,,,,100.0,,,,7.1991293804,1.0
1326290340.0,7.21,7.21,7.21,7.21,1.40646976,10.14064697,7.21,,7.202,59.0003525728669,61.4131724655695,100.0,,,,100.0,,,,7.2011058567,1.0
1326291900.0,7.22,7.33,7.22,7.33,12.92299,93.98725771,7.272872432,,7.215,63.0052722578742,80.4525136785937,100.0,,,,100.0,,,,7.2245411555,1.0
1326294120.0,6.9,6.9,6.9,6.9,1.0,6.9,6.9,,7.185,46.2561051100532,27.1384170213324,0.0,,,,60.185185,,,,7.1655336727,1.0
1326307140.0,7.0,7.0,7.0,7.0,4.97428571,34.81999997,7.0,,7.165,49.4866606034787,37.7907856880182,23.2558139534883,,,,69.444444,,,,7.1354366413,1.0
